@relation few_disjuncts_1
@attribute feature1 real [0.07798159332192411,9.989126586760204]
@attribute feature2 real [0.061762080299855304,9.998690916853603]
@attribute class {1, 2}
@inputs feature1,feature2
@outputs class
@data
3.975488956430862,9.028560717536884,1
2.925314243192404,3.3726056337605783,1
3.6631343674340817,1.92610520657713,1
2.894720642093483,6.4445530616910975,1
4.698385885055365,0.061762080299855304,1
1.7161507281392407,5.067420564687614,1
4.387834662252907,4.608844951826319,1
3.1851245842528626,7.880216540973379,1
2.6134252490471246,9.874580910269723,1
0.5572438192181572,0.6526371410157927,1
2.823291860965421,3.359763689080546,1
0.29167911055043627,2.0644077314870657,1
1.184282038545157,5.871029307798212,1
3.827299790380742,6.891812961714346,1
0.6784789769420685,6.950921567836545,1
4.723296590870323,7.0575818466827345,1
2.687161136734097,0.29065633564319016,1
0.9819108483327155,0.8697524818590974,1
4.3910502284690605,8.148020597776114,1
0.4089413659040031,9.694625068267527,1
1.9831853321525705,8.237849357440352,1
0.12782594124758462,6.5425359559241585,1
2.1570178641389997,9.93053160471694,1
3.8236136042594544,7.054852938531399,1
3.264347865602267,5.1830614258995835,1
4.083331765289629,9.49343190023077,1
1.6936996896624057,5.527291059300473,1
4.132025398559197,0.9511566280736539,1
0.07798159332192411,6.706242523216152,1
4.263917564464869,6.029563712191216,1
1.2198268349657904,0.6179168123488121,1
3.576213264913022,1.0369404727912634,1
0.8854004391554932,3.697681916954357,1
0.8498865436402853,0.9161105809327375,1
1.1899776689044512,7.303401190686954,1
1.3335881515883985,1.3240599635072048,1
4.420443161759342,5.1105428644394335,1
4.750798263056522,4.286449994910315,1
0.6914968387712228,7.387654196616401,1
1.9654527165900548,3.8193894472299195,1
4.041406286321612,2.6492043884664818,1
2.8030422783944005,0.1660467341697225,1
2.0634422376909196,1.3806680658383375,1
0.2996894973603276,3.6199811670539073,1
0.8214250984966509,1.006143562906514,1
2.7589915635203868,2.7585061132424373,1
2.392619525398833,2.058518414820516,1
4.630234114118782,4.6392830047432465,1
3.6854799280602215,7.850839470783725,1
3.9724576077170304,6.070250055781033,1
3.318835946748282,3.346167352519619,1
2.0982980872756016,0.701410740372056,1
4.170689231237497,0.8112582304756311,1
2.5167497979391937,3.8384694196356928,1
0.7937195161025307,6.974622754966483,1
3.5710474287697584,9.998690916853603,1
0.3459738882441987,4.712603228387184,1
3.6416717076974106,1.8972663108204024,1
3.735783209051901,7.8754025148511095,1
4.856623963478964,2.568597448043708,1
7.716571606994407,6.843889133363458,2
8.715699792797317,8.336938572213091,2
5.998096793497302,9.189072321204387,2
7.427805885277103,2.5881090365780857,2
6.518856415127807,1.8263339505180876,2
8.747293808980578,1.1424498214037748,2
8.714333241140794,5.954497922233697,2
8.848132639851643,3.030587130214623,2
5.768364471652061,8.601679200101355,2
6.633046122507749,8.53843558539457,2
6.638806439473122,8.462019671351026,2
6.486143322648895,2.493659386345908,2
9.374327862084678,2.846852525072141,2
7.481519343285774,3.6841044258818423,2
6.04700047514755,2.2279120551983214,2
6.927748663741093,7.187489536712705,2
5.305637442154046,5.191192541797214,2
8.189090535821515,3.682194189535805,2
7.465369396139877,7.075172680269648,2
9.742711769534948,4.57241170067186,2
6.779845800815101,1.4111865924653277,2
7.5082203581802895,3.574002147496352,2
8.078102997056039,2.8418152942654307,2
9.989126586760204,0.9892353264094278,2
9.386393435670254,7.367900089449556,2
9.703516487342263,3.110453738927663,2
9.070589671472774,7.048676951050872,2
8.349839869105011,8.209952172688729,2
5.7773702642317435,7.187029809889623,2
8.836195400703499,1.4673154394132082,2
8.972080849563731,8.080117352609205,2
6.855361159064841,9.714482811361338,2
9.733481042368087,1.906667158995765,2
7.911930792630594,8.302989876511923,2
7.750447673519521,0.22791196582493956,2
8.217646369088277,1.9928699350876633,2
9.051407539890413,7.587496687954051,2
8.441699346612744,3.676040677588075,2
8.920873100027524,9.263240357349716,2
6.178358030640383,5.049128965374683,2
2.2021364377615056,6.936580513652061,2
2.7159519244893957,6.343634471894693,2
2.930069571579546,6.773969862815451,2
3.2692366914343776,7.460690023960887,2
3.1292598137461924,7.370189421843781,2
2.188010675505605,7.202117684547806,2
3.146215833474366,6.612224561454972,2
3.336623406331708,7.1608383795507375,2
2.215694823658301,6.754455707175885,2
2.818722025435429,6.2038160282692525,2
6.500476001961023,4.916192896305043,1
6.265259580241608,3.2577692809953867,1
6.86425762458294,4.185947500913966,1
6.534086167831045,4.747580510163764,1
6.756567032181152,4.119039988739969,1
6.334804478518698,2.842012815982785,1
6.140236296484303,3.7194732052994874,1
6.525178223999136,4.296319503358283,1
6.891659506417859,3.6973885790583547,1
6.681668123432139,3.759147165633781,1
