@relation few_disjuncts_1
@attribute feature1 real [0.013509372396089958,9.984095414719075]
@attribute feature2 real [0.021335326023400603,9.884623367392019]
@attribute class {1, 2}
@inputs feature1,feature2
@outputs class
@data
3.6832846369821253,6.0912866063868245,1
0.9463251695831959,2.701897175739755,1
0.19649681103059646,8.132147386728064,1
0.05989328672533989,4.034798914801461,1
0.06996359579274913,4.752515013256038,1
0.42075194512736336,2.1730026560812576,1
1.0294318312773043,0.8153771112702668,1
1.3915438081381089,0.38741604696092447,1
2.661422275283552,1.3057848430881491,1
3.6809114247186745,8.393180450853206,1
1.8258392187251222,7.166381738971637,1
4.060577821061705,7.534745050831896,1
4.98217399497442,5.256136045949551,1
3.0158113783331726,5.484371367947923,1
3.270747220262351,9.019078638221208,1
0.49596504555287024,0.5067509198892683,1
3.3437065642469808,0.05024827551640909,1
3.8913242687462346,7.990727360795722,1
1.4238095084861169,1.223029012475193,1
1.2270517603502,6.947681267274626,1
1.2239319385105907,4.6446499170226065,1
2.546196445536739,0.43316940624705147,1
1.792287753505587,0.820602000402223,1
4.731470056500891,3.3098743204352132,1
2.141011774286059,3.2543888414580104,1
2.255885899141932,7.7015786448591905,1
3.579205514420318,7.928192309733882,1
2.8120911352400335,1.441442041746539,1
1.058110978146269,1.0064160437206482,1
1.0984848832381315,9.361668320858566,1
2.73139987709842,0.7997753616976089,1
1.693618832529682,4.53466580593499,1
4.2341747245927355,3.483626074410836,1
2.030024572818487,4.333767862475523,1
3.5602612678965704,2.999369413868375,1
2.4804979661319604,7.612777768051143,1
4.427270948592435,5.4485841672562305,1
2.202112621656895,4.588133519880076,1
0.5477023674086062,5.699908508442915,1
2.4719915521656697,3.539548434211637,1
3.4421453150894536,0.7697336941449695,1
4.506730730094336,0.9271428781042823,1
3.8660956806614806,7.169176266857176,1
3.433424320860599,8.983994688132082,1
3.838043702099308,5.645515488768589,1
2.0304386377130266,0.7962510126837408,1
4.021955140148864,3.04662648156935,1
2.2055471223196643,2.3225310713074396,1
0.3506086762135574,5.213941250234768,1
0.21630361058869563,0.9525450894375054,1
1.7222928353427984,1.9949482172826716,1
1.8855583706659418,6.74060842201102,1
2.5324939989559727,3.4917102137139255,1
3.601873939991723,6.444739758048072,1
3.65538273764185,9.838079916988512,1
2.7196673252268355,8.843490054080588,1
1.8871811006401447,1.6365894865265196,1
2.4770158117880765,8.058407533690769,1
2.4295474103837056,7.086391110247286,1
3.733552275137389,5.537365578228127,1
4.3914857146201935,5.501277871755429,1
3.2967906538775678,2.9469919343625914,1
0.5380360972129444,6.365159597811222,1
1.897744287148031,7.971500349099423,1
3.457639899307062,0.6770458131576562,1
0.013509372396089958,8.526612165667585,1
3.828979115661821,4.451710375925497,1
2.8945550560279383,3.8320356699454097,1
0.36345774651572793,9.478334034750251,1
2.5060434240210796,5.262926254317485,1
3.403004432029725,3.55198636956381,1
0.020035930218565423,3.4322041426921777,1
3.195484799788117,5.603523839516208,1
4.27076275009702,1.6680773857320674,1
4.088467289629482,2.8402019057913153,1
1.8112266917136566,9.746591395502756,1
1.1154813417148706,6.816732132905598,1
0.9506267957238801,4.120948082736369,1
2.7579905153220894,9.277364601227058,1
1.918174237926692,5.344412539555627,1
1.7025436864589394,1.3425735470267741,1
0.18883241911818227,8.78320701003138,1
2.890736351069427,9.834887608706158,1
4.935784272678546,8.461690696314328,1
4.526578802649796,9.784730856741833,1
0.9651808783408999,5.208713954017009,1
4.8877578797740675,3.5802464456280383,1
4.617224373998218,9.802238481020199,1
3.459164495623679,2.5426567420730315,1
0.7664572875793302,5.662789214160417,1
4.6920098402761266,5.9107254145737205,1
1.3404059797283796,2.1488243410139662,1
3.474562411105845,8.535379605375367,1
1.8620213119891316,3.1884611485142402,1
4.68006672898793,0.22296785849522993,1
2.2291164482775434,5.200139460056082,1
4.509688714789511,0.9679738052263209,1
3.5678491809541275,3.809033896881897,1
1.4450946333149794,8.671628841142464,1
2.8826783083903393,2.6430440713932746,1
1.3147301167640124,5.655208078109135,1
0.3603042976622617,7.285311502437748,1
3.1899748114351905,7.212157393002564,1
2.2323369919103153,2.318542246305814,1
1.1516713937869083,9.76876934043907,1
4.477769595353343,7.406950985307428,1
1.7568012944867855,5.80015931025884,1
3.9975529887366568,3.7286874417757785,1
2.816991141437204,9.643386934319738,1
1.453119750592483,1.6856979015592954,1
3.622764254566789,1.7310185443019477,1
2.63525788996057,9.501090848365758,1
1.5333943243312849,7.521590616684016,1
3.309081228785122,6.351150591456767,1
4.287609959275766,1.7906307593397297,1
3.352594484184197,8.91480969663839,1
0.6845979578734984,7.021081629777207,1
4.7786003487705795,6.455019491687203,1
3.050530850332953,5.74930359756053,1
3.3755728496713395,4.4349981431343375,1
2.8661784313402876,7.914172372201756,1
2.305669355798767,4.3444910511539785,1
1.859070354860426,9.465321791897889,1
4.426803794196065,9.744699629256528,1
0.8211391157531661,3.7709258347888186,1
0.021214242673717743,1.8287075099587524,1
2.5103697747157696,7.893259898253721,1
